filename,speaker_id,language,source,label,pause_count,mean_pause_duration,std_pause_duration,max_pause_duration,total_pause_duration,speech_duration,silence_duration,speech_activity,speech_segments,wps,wpm
real_spk001.wav,rushabh,english,real_paired,alert,3.0,0.164000004529953,0.04525483399629593,0.19599999487400055,0.492000013589859,6.447999954223633,1.6454999446868896,0.7966886758804321,4.0,3.4119107723236084,204.7146453857422
real_spk002.wav,shane,english,real_paired,alert,4.0,0.20399999618530273,0.1267438381910324,0.41999998688697815,0.8159999847412109,6.539999961853027,2.0934998989105225,0.7575143575668335,5.0,3.2110092639923096,192.66055297851562
real_spk003.wav,suyash,english,real_paired,alert,2.0,0.19599999487400055,0.06400000303983688,0.25999999046325684,0.3919999897480011,10.167499542236328,0.7459999918937683,0.9316443204879761,3.0,2.0654044151306152,123.92427062988281
real_spk004.wav,vedika,english,real_paired,alert,3.0,0.2919999957084656,0.04525483399629593,0.35600000619888306,0.8759999871253967,5.296000003814697,2.817500114440918,0.6527392864227295,4.0,3.587613344192505,215.2567901611328
real_spk005.wav,spk005,english,real_paired,alert,0.0,0.0,0.0,0.0,0.0,6.492000102996826,1.1614999771118164,0.8482393622398376,1.0,3.234750509262085,194.08502197265625
real_spk006.wav,spk006,english,real_paired,alert,0.0,0.0,0.0,0.0,0.0,6.991499900817871,1.281999945640564,0.8450474143028259,1.0,3.0036473274230957,180.21884155273438
real_spk001.wav,rushabh,english,real_paired,high_fatigue,8.0,0.4359999895095825,0.37625524401664734,1.2200000286102295,3.48799991607666,9.692000389099121,5.581500053405762,0.634563148021698,9.0,2.579447031021118,154.76681518554688
real_spk002.wav,shane,english,real_paired,high_fatigue,5.0,0.515999972820282,0.24454365670681,0.8679999709129333,2.5799999237060547,10.760000228881836,4.633500099182129,0.6989963054656982,6.0,2.044609546661377,122.67658233642578
real_spk003.wav,suyash,english,real_paired,high_fatigue,8.0,0.3720000088214874,0.2257077693939209,0.7400000095367432,2.9760000705718994,12.343500137329102,3.490000009536743,0.7795812487602234,9.0,1.8633289337158203,111.79973602294922
real_spk004.wav,vedika,english,real_paired,high_fatigue,6.0,0.515999972820282,0.21703456342220306,0.8360000252723694,3.0959999561309814,9.732000350952148,4.761499881744385,0.6714734435081482,7.0,2.2605836391448975,135.63502502441406
real_spk005.wav,spk005,english,real_paired,high_fatigue,4.0,0.6359999775886536,0.2127157747745514,0.9959999918937683,2.5439999103546143,9.003999710083008,4.489500045776367,0.6672842502593994,5.0,2.332296848297119,139.93780517578125
