filename,speaker_id,language,label,pause_count,mean_pause_duration,std_pause_duration,max_pause_duration,total_pause_duration,speech_duration,silence_duration,speech_activity,speech_segments,wps,wpm
hindi_spk_001_alert_01.wav,spk_001,hindi,alert,1.0,0.6439999938011169,0.0,0.6439999938011169,0.6439999938011169,5.176000118255615,2.677500009536743,0.6590691804885864,2.0,2.7047913446676968,162.2874806800618
hindi_spk_001_alert_02.wav,spk_001,hindi,alert,1.0,0.13199999928474426,0.0,0.13199999928474426,0.13199999928474426,4.1519999504089355,1.941499948501587,0.6813818216323853,2.0,3.8535645472061657,231.21387283236993
hindi_spk_001_alert_03.wav,spk_001,hindi,alert,1.0,0.6759999990463257,0.0,0.6759999990463257,0.6759999990463257,4.504000186920166,1.909500002861023,0.702268660068512,2.0,2.4422735346358793,146.53641207815275
hindi_spk_002_alert_01.wav,spk_002,hindi,alert,0.0,0.0,0.0,0.0,0.0,6.556000232696533,2.177500009536743,0.7506726980209351,1.0,67.26662599145821,4035.9975594874927
hindi_spk_002_alert_02.wav,spk_002,hindi,alert,0.0,0.0,0.0,0.0,0.0,5.019999980926514,1.4735000133514404,0.7730807662010193,1.0,3.5856573705179287,215.13944223107572
hindi_spk_002_alert_03.wav,spk_002,hindi,alert,1.0,0.164000004529953,0.0,0.164000004529953,0.164000004529953,3.9600000381469727,2.0934998989105225,0.6541669964790344,2.0,2.525252525252525,151.5151515151515
hindi_spk_002_alert_04.wav,spk_002,hindi,alert,0.0,0.0,0.0,0.0,0.0,3.4839999675750732,1.7894999980926514,0.6606618165969849,1.0,3.7313432835820897,223.88059701492537
hindi_spk_003_alert_01.wav,spk_003,hindi,alert,0.0,0.0,0.0,0.0,0.0,7.228000164031982,1.1855000257492065,0.8590955138206482,1.0,1.7985611510791368,107.9136690647482
hindi_spk_003_alert_02.wav,spk_003,hindi,alert,0.0,0.0,0.0,0.0,0.0,4.823500156402588,0.12999999523162842,0.973755955696106,1.0,2.6951383849901522,161.70830309940914
hindi_spk_003_alert_03.wav,spk_003,hindi,alert,2.0,0.24400000274181366,0.14399999380111694,0.3880000114440918,0.4880000054836273,5.863500118255615,1.2899999618530273,0.819668710231781,3.0,2.0465592223074953,122.79355333844973
hindi_spk_004_alert_01.wav,spk_004,hindi,alert,3.0,0.23866666853427887,0.03991101309657097,0.2919999957084656,0.7160000205039978,5.519999980926514,3.133500099182129,0.6378921866416931,4.0,3.2608695652173916,195.6521739130435
hindi_spk_005_alert_01.wav,spk_005,hindi,alert,1.0,0.19599999487400055,0.0,0.19599999487400055,0.19599999487400055,3.7360000610351562,1.037500023841858,0.7826542258262634,2.0,3.4796573875803,208.77944325481798
hindi_spk_006_alert_01.wav,spk_006,hindi,alert,0.0,0.0,0.0,0.0,0.0,4.380000114440918,2.1135001182556152,0.6745206713676453,1.0,2.2831050228310503,136.986301369863
hindi_spk_007_alert_01.wav,spk_007,hindi,alert,0.0,0.0,0.0,0.0,0.0,3.868000030517578,1.1655000448226929,0.7684513926506042,1.0,3.877973112719752,232.67838676318513
hindi_spk_008_alert_01.wav,spk_008,hindi,alert,0.0,0.0,0.0,0.0,0.0,3.740000009536743,1.753499984741211,0.6808046102523804,1.0,3.2085561497326203,192.5133689839572
hindi_spk_009_alert_01.wav,spk_009,hindi,alert,2.0,0.30799999833106995,0.04800000041723251,0.35600000619888306,0.6159999966621399,3.859999895095825,2.2734999656677246,0.6293307542800903,3.0,3.6269430051813467,217.6165803108808
hindi_spk_001_mild_01.wav,spk_001,hindi,mild,3.0,0.40933331847190857,0.2483295351266861,0.7080000042915344,1.2280000448226929,13.64799976348877,2.4054999351501465,0.8501572608947754,4.0,27.110199296600236,1626.6119577960142
hindi_spk_001_mild_02.wav,spk_001,hindi,mild,2.0,0.3720000088214874,0.14399999380111694,0.515999972820282,0.7440000176429749,4.75600004196167,1.7374999523162842,0.7324247360229492,3.0,2.5231286795626575,151.38772077375944
hindi_spk_001_mild_03.wav,spk_001,hindi,mild,2.0,0.3880000114440918,0.09600000083446503,0.48399999737739563,0.7760000228881836,6.203499794006348,0.9700000286102295,0.864780068397522,3.0,2.901587813331184,174.09526879987104
hindi_spk_002_mild_01.wav,spk_002,hindi,mild,1.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,7.607999801635742,1.1655000448226929,0.8671568036079407,2.0,2.4973711882229233,149.8422712933754
hindi_spk_002_mild_02.wav,spk_002,hindi,mild,1.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,5.783999919891357,1.0894999504089355,0.8414927124977112,2.0,2.247579529737206,134.85477178423236
hindi_spk_002_mild_03.wav,spk_002,hindi,mild,1.0,0.13199999928474426,0.0,0.13199999928474426,0.13199999928474426,4.28000020980835,1.7934999465942383,0.704700767993927,2.0,3.5046728971962624,210.28037383177573
hindi_spk_002_mild_04.wav,spk_002,hindi,mild,0.0,0.0,0.0,0.0,0.0,4.188000202178955,1.3454999923706055,0.756844699382782,1.0,3.581661891117479,214.89971346704874
hindi_spk_003_mild_01.wav,spk_003,hindi,mild,2.0,0.24400000274181366,0.04800000041723251,0.2919999957084656,0.4880000054836273,8.211999893188477,1.4615000486373901,0.8489171266555786,3.0,2.0701412566975157,124.20847540185095
hindi_spk_003_mild_02.wav,spk_003,hindi,mild,0.0,0.0,0.0,0.0,0.0,6.684000015258789,0.7294999957084656,0.9015984535217285,1.0,2.094554159186116,125.67324955116695
hindi_spk_003_mild_03.wav,spk_003,hindi,mild,4.0,0.3880000114440918,0.20861448347568512,0.6759999990463257,1.5520000457763672,9.675999641418457,3.177500009536743,0.7527910470962524,5.0,22.840016535758583,1370.400992145515
hindi_spk_004_mild_01.wav,spk_004,hindi,mild,3.0,0.3240000009536743,0.11973303556442261,0.48399999737739563,0.972000002861023,5.48799991607666,3.0255000591278076,0.6446232199668884,4.0,2.733236151603499,163.99416909620993
hindi_spk_005_mild_01.wav,spk_005,hindi,mild,1.0,0.25999999046325684,0.0,0.25999999046325684,0.25999999046325684,4.440000057220459,1.653499960899353,0.7286452651023865,2.0,2.2522522522522523,135.13513513513513
hindi_spk_006_mild_01.wav,spk_006,hindi,mild,0.0,0.0,0.0,0.0,0.0,4.3480000495910645,1.2654999494552612,0.77456134557724,1.0,2.2999080036798527,137.99448022079116
hindi_spk_007_mild_01.wav,spk_007,hindi,mild,0.0,0.0,0.0,0.0,0.0,6.236000061035156,0.7975000143051147,0.8866140842437744,1.0,2.2450288646568315,134.7017318794099
hindi_spk_008_mild_01.wav,spk_008,hindi,mild,0.0,0.0,0.0,0.0,0.0,6.716000080108643,0.5774999856948853,0.920819878578186,1.0,1.6378796902918404,98.27278141751043
hindi_spk_001_high_01.wav,spk_001,hindi,high,3.0,0.3880000114440918,0.1589297503232956,0.515999972820282,1.1640000343322754,18.303499221801758,1.5499999523162842,0.9219281077384949,4.0,24.257655639631764,1455.4593383779059
hindi_spk_001_high_02.wav,spk_001,hindi,high,6.0,0.8146666884422302,0.3665672540664673,1.2519999742507935,4.888000011444092,7.716000080108643,7.797500133514404,0.4973732531070709,7.0,0.6480041472265423,38.88024883359254
hindi_spk_001_high_03.wav,spk_001,hindi,high,6.0,0.5693333148956299,0.26366308331489563,0.9959999918937683,3.4159998893737793,6.2835001945495605,3.930000066757202,0.6152151823043823,7.0,60.794143391421976,3647.6486034853187
hindi_spk_001_high_04.wav,spk_001,hindi,high,5.0,0.5288000106811523,0.22591184079647064,0.7720000147819519,2.6440000534057617,7.0914998054504395,3.2219998836517334,0.687593936920166,6.0,2.1152083480222803,126.91250088133683
hindi_spk_002_high_01.wav,spk_002,hindi,high,1.0,0.48399999737739563,0.0,0.48399999737739563,0.48399999737739563,6.808000087738037,2.6454999446868896,0.7201565504074097,2.0,2.056404230317274,123.38425381903643
hindi_spk_002_high_02.wav,spk_002,hindi,high,1.0,0.6759999990463257,0.0,0.6759999990463257,0.6759999990463257,6.552000045776367,2.18149995803833,0.750214695930481,2.0,2.1367521367521367,128.2051282051282
hindi_spk_002_high_03.wav,spk_002,hindi,high,1.0,0.19599999487400055,0.0,0.19599999487400055,0.19599999487400055,5.97599983215332,1.497499942779541,0.7996253371238708,2.0,2.3427041499330654,140.56224899598394
hindi_spk_002_high_04.wav,spk_002,hindi,high,2.0,0.25999999046325684,0.12800000607967377,0.3880000114440918,0.5199999809265137,5.6519999504089355,2.1414999961853027,0.7252197265625,3.0,3.007784854918613,180.46709129511677
hindi_spk_003_high_01.wav,spk_003,hindi,high,7.0,0.6257143020629883,0.3899940252304077,1.2200000286102295,4.380000114440918,16.47949981689453,5.214000225067139,0.7596514821052551,8.0,1.5170363178494493,91.02217907096696
hindi_spk_003_high_02.wav,spk_003,hindi,high,7.0,0.5982857346534729,0.40867650508880615,1.156000018119812,4.188000202178955,10.079999923706055,5.213500022888184,0.659103512763977,8.0,44.04761904761904,2642.857142857142
hindi_spk_003_high_03.wav,spk_003,hindi,high,6.0,0.7666666507720947,0.441250741481781,1.4759999513626099,4.599999904632568,9.156000137329102,5.837500095367432,0.6106646060943604,7.0,1.4198339886413283,85.19003931847969
hindi_spk_004_high_01.wav,spk_004,hindi,high,5.0,0.5735999941825867,0.3157477378845215,1.0920000076293945,2.868000030517578,6.631999969482422,4.321499824523926,0.6054685711860657,6.0,3.0156815440289506,180.94089264173704
hindi_spk_005_high_01.wav,spk_005,hindi,high,1.0,0.25999999046325684,0.0,0.25999999046325684,0.25999999046325684,5.144000053405762,1.409500002861023,0.7849240899085999,2.0,3.499222395023328,209.95334370139966
hindi_spk_006_high_01.wav,spk_006,hindi,high,1.0,0.13199999928474426,0.0,0.13199999928474426,0.13199999928474426,4.696000099182129,1.3574999570846558,0.7757495641708374,2.0,1.4906303236797276,89.43781942078365
hindi_spk_007_high_01.wav,spk_007,hindi,high,3.0,0.6973333358764648,0.4050525426864624,1.187999963760376,2.0920000076293945,8.62399959564209,4.009500026702881,0.6826295256614685,4.0,0.3478664192949907,20.87198515769944
hindi_spk_008_high_01.wav,spk_008,hindi,high,2.0,0.2759999930858612,0.1120000034570694,0.3880000114440918,0.5519999861717224,6.347499847412109,1.3860000371932983,0.8207797408103943,3.0,2.048050413548641,122.88302481291846
